source,Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Month,Year,playlist_month
Months/june_2020_coronavirus_extended_edition.csv,7shVwhUdVbHpykOfbzvDc1,5hW4L92KnC6dX9t7tYM4Ve,A Case of You,Blue,Joni Mitchell,1971-06-22,263480,68,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:30:33Z,"canadian singer-songwriter,folk,folk rock,lilith,mellow gold,rock,singer-songwriter",0.693,0.201,1,-9.903,1,0.0288,0.9,0,0.112,0.679,100.836,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,5Jo18H5unxdPxR30fkLauP,0dYkMe3wK29DulSa0uR8Rq,On Saturday Afternoons in 1963,Rickie Lee Jones,Rickie Lee Jones,1979-03-08,151200,26,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:30:43Z,"country rock,folk,lilith,mellow gold,new wave pop,roots rock,singer-songwriter",0.316,0.0698,2,-16.765,1,0.0311,0.941,6.41e-6,0.069,0.238,83.364,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,1QJb6LWvPXZpTMiqqODqkH,1G9G7WwrXka3Z1r7aIDjI7,Prototype,Speakerboxxx/The Love Below,Outkast,2003,326240,58,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:30:49Z,"atl hip hop,dirty south rap,hip hop,rap,southern hip hop",0.643,0.376,9,-7.424,1,0.0426,0.348,3.35e-4,0.111,0.193,76.002,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,5z1Yde01fIsC6NaswUXbDI,46CH1Gp8l8QVly8bpG9JFG,Caught up In the Rapture,1986,Anita Baker,2017-05-08,250266,52,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:30:57Z,"funk,motown,neo soul,new jack swing,quiet storm,r&b,smooth jazz,soul,urban contemporary",0.593,0.506,2,-9.708,1,0.0263,0.412,3.99e-6,0.048,0.378,91.273,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,7M9pPyt8Gr41THLhbz4NSB,7G1GBhoKtEPnP86X2PvEYO,Don't Let Me Be Misunderstood,Broadway-Blues-Ballads,Nina Simone,1964-11-01,166200,61,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:31:14Z,"jazz blues,soul,soul jazz,torch song,vocal jazz",0.388,0.501,11,-11.296,0,0.0731,0.778,0,0.305,0.532,158.348,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,5d9UnCpbhC37BnuP75irLE,1r1n66Rkx4fzNCIUQhS6OH,Nothing Without You,Nothing Without You,Tanerélle,2020-01-24,318892,51,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:31:22Z,"alternative r&b,indie electropop",0.343,0.242,9,-11.196,0,0.0344,0.889,2.34e-4,0.14,0.293,122.739,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0bgAx7moFZAbUEzIoIEMxF,"5cM1PvItlR21WUyBnsdMcn,7E2ioKxoxI2J94tUkIx6As,6qgnBH6iDM91ipVXv28OMu",No One Like You - KAYTRANADA Remix,Robert Glasper x KAYTRANADA: The ArtScience Remixes,"Robert Glasper,Alex Isley,KAYTRANADA",2018-04-13,317869,40,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:31:29Z,"alternative r&b,contemporary jazz,indie jazz,indie r&b,indie soul,jazz,modern jazz piano,neo soul,chill r&b,pop r&b,r&b,escape room,lgbtq+ hip hop",0.64,0.566,5,-9.292,0,0.0569,0.0273,0.691,0.119,0.484,159.978,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6i3i8Mm2ul9SdYxPWVnoDp,75cW8FFekyCjj0mfZM1Gfb,Football Head,Pleasure Palette,Flamingosis,2016-06-10,224916,55,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:31:37Z,"chillhop,future funk",0.662,0.212,1,-14.638,1,0.0523,0.66,0.57,0.609,0.584,89.996,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6XLoxr3Vgw7gGUtkuesfCs,5OD01TkUU33QB6NqdrMf3O,8-BIT,hologramº,Dylan Joshua,2020-06-10,189000,45,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:31:44Z,NA,0.793,0.719,4,-4.659,1,0.142,0.0148,0.0557,0.0723,0.383,162.008,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,5LIwaG8Wl9LfExcmiRQm7J,336vr2M3Va0FjyvB55lJEd,Send It On,Voodoo,D'Angelo,2000-01-01,356493,54,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:32:01Z,"alternative r&b,funk,hip hop,indie soul,neo soul,soul",0.789,0.258,5,-11.759,1,0.104,0.168,0.00714,0.326,0.335,127.491,3,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,5D2lp16FQ0VIfLGRDn5jcG,6jHG1YQkqgojdEzerwvrVv,I Know You Got Soul,Paid In Full,Eric B. & Rakim,1987,284466,44,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:32:18Z,"alternative hip hop,bboy,east coast hip hop,electro,gangster rap,golden age hip hop,hardcore hip hop,hip hop,old school hip hop,rap,turntablism",0.89,0.86,6,-8.755,0,0.231,0.0659,1.75e-4,0.319,0.763,104.054,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,7DOwjvuLCa6A4hIRzZ27kd,"36zSkwftotDHslP3KUQpew,1KeJhR0ENFviw187pD4LPT,5LhTec3c7dcqBvpLRWbMcf,2pAWfrd7WFF3XhVt9GooDL",Knock Knock,Bad Neighbor,"MED,Blu,Madlib,MF DOOM",2015-10-30,285093,55,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:32:28Z,"alternative hip hop,hip hop,boom bap,underground hip hop,electronica,escape room,psychedelic hip hop,east coast hip hop",0.469,0.672,5,-9.23,0,0.244,0.202,0,0.852,0.682,99.471,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,05xA64s3UzOOmAnh9SIIjn,4C9Tvlt8v7d8R6h98FgdUy,Bloom,Mango,bLAck pARty,2016-10-14,302000,59,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:32:36Z,"alternative r&b,indie r&b,indie soul",0.749,0.399,8,-7.526,1,0.0393,0.261,0.0126,0.0949,0.816,89.972,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0NBHHa8wwwmBnn3aAzX5wJ,6I6t21SFbxZ7RbQgD5dN7U,Summer Rain,Emotional,Carl Thomas,2000-04-18,232560,52,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:32:41Z,"hip pop,neo soul,new jack swing,quiet storm,r&b,urban contemporary",0.667,0.627,6,-10.488,0,0.0654,0.0972,5.19e-5,0.111,0.784,186.081,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0wcN45fKhDGWAd0GrWjdYM,0WjtdWS6su0f3jrW9aqEHl,Golden,HAN,Berhana,2019-10-18,119652,52,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:32:48Z,"alternative r&b,chill r&b,indie r&b,indie soul",0.671,0.374,11,-11.489,0,0.125,0.268,0.0189,0.324,0.519,84.92,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,2CxZESKjoN4Un4rTJYpwu3,5Rzqmz1zAszembFHGZQuAt,Let 'Em Know,93 'til Infinity,Souls Of Mischief,1993-02-13,255293,39,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:00Z,"alternative hip hop,hardcore hip hop,hip hop,jazz rap,turntablism",0.67,0.631,10,-10.558,0,0.373,0.00761,1.91e-5,0.0892,0.636,100.877,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,52PgJoRz30sRQGOGqXYKdX,"2WKdxPFRD7IqZvlIAvhMgY,2Mu5NfyYm8n5iTomuKAEHl,7aBzpmFXB4WWpPl2F7RjBe,0kJMPTXq7h3ztpDukSx5iD",Zealots,The Score (Expanded Edition),"Fugees,Ms. Lauryn Hill,Wyclef Jean,Pras",1996-02-13,260545,57,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:04Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,new jersey rap,rap,conscious hip hop,hip pop,neo soul,r&b,urban contemporary,rap kreyol",0.53,0.45,5,-14.975,1,0.489,0.196,2.62e-6,0.147,0.339,77.887,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0nKvSEAxTM0CeWllXv0Ay8,266duGfkKTRERSBoGDOgDy,Counterfeit,Counterfeit,Spree Wilson,2016-03-02,216052,34,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:10Z,soul flow,0.925,0.381,6,-13.354,0,0.055,0.403,0,0.113,0.876,114.062,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,4HfxDJ0uLHTLe0fZrx0MbQ,09hVIj6vWgoCDtT03h8ZCa,Check the Rhime,The Low End Theory,A Tribe Called Quest,1991-09-24,216693,64,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:16Z,"alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,golden age hip hop,hardcore hip hop,hip hop,jazz rap,queens hip hop,rap",0.881,0.361,11,-14.728,0,0.237,0.0502,0.00458,0.246,0.799,96.43,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6EOu0P4RPxZZB8QNeYrvs2,"6DPYiyq5kWVQS4RGwxzPC7,3jK9MiCrA42lLAdMGUZpwa",Animals,Compton,"Dr. Dre,Anderson .Paak",2015-08-21,227253,42,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:22Z,"g funk,gangster rap,hip hop,rap,west coast rap,escape room",0.693,0.877,1,-4.491,1,0.339,0.116,1.11e-4,0.233,0.69,90.015,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,1VDJg6vfCPwcrUsk3qpOV0,39vA9YljbnOApXKniLWBZv,Dress - Live,WITH,Sylvan Esso,2020-04-24,245213,34,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:28Z,"electropop,etherpop,indie folk,indie pop,indie poptimism,indie rock",0.684,0.526,5,-7.989,0,0.181,0.645,2.03e-5,0.818,0.359,140.176,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0pkgn0hFsF3zblSLrf72W7,3AmWjMXXtBJOmNGpUFSOAl,Damaged Goods,Entertainment!,Gang Of Four,1979,206786,1,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:33Z,"alternative rock,art punk,art rock,dance rock,dance-punk,experimental,funk rock,new wave,post-hardcore,post-punk,punk,uk post-punk",0.75,0.79,0,-5.935,1,0.116,0.0148,0.0115,0.111,0.946,157.432,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,5N73ncX9gjmRv9lIpZ85nS,2x9SpqnPi8rlE9pjHBwmSC,The Great Curve,Remain in Light,Talking Heads,1980-10-08,387533,34,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:41Z,"art punk,art rock,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo",0.605,0.662,10,-12.737,1,0.0576,0.186,3.21e-4,0.0741,0.749,151.643,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6qUEOWqOzu1rLPUPQ1ECpx,"3CQIn7N5CuRDP8wEI7FiDA,7Ey4PD4MYsKc5I2dolUwbH",Walk This Way (feat. Aerosmith),Raising Hell,"Run–D.M.C.,Aerosmith",1986-05-15,310386,70,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:48Z,"east coast hip hop,golden age hip hop,hardcore hip hop,hip hop,old school hip hop,queens hip hop,rap,album rock,classic rock,hard rock,rock",0.761,0.711,9,-7.989,1,0.0604,0.0174,1.01e-4,0.0652,0.947,105.448,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0BBHfvIk4ECsJjfbD8i7s4,3QRAtOF6eGvcMXZR4fGuWn,The Real Me,Holiday Album,Radio Stars,1978-01-01,199873,35,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:33:58Z,"glam rock,pub rock",0.462,0.761,2,-8.607,1,0.033,0.0074400000000000004,2.26e-4,0.0858,0.876,136.708,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,2o1rN5QhKveneGrlBZiMYu,2IJJSEnYTWNaL8Ezk6yzAE,You Make Me Sick,What A Bunch Of Rodents,Satan's Rats,1977,129400,38,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:05Z,deep punk rock,0.58,0.745,1,-12.324,1,0.0359,6.49e-5,0.658,0.0542,0.961,123.498,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6GUfzlgrKjn17QuCCQ7QnF,7JgXEHI1oEiQICAMeCsKTj,Hell,Cataclysm,Shamir,2020-03-18,282610,12,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:12Z,escape room,0.402,0.979,2,-5.448,1,0.0537,7.11e-5,0.275,0.111,0.538,142.395,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0qh1urPOJNYPrBQREE5lLS,1co4F2pPNH8JjTutZkmgSm,Chain Saw - 2016 Remaster,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Ramones,1976-04-23,116413,37,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:19Z,"classic rock,early us punk,permanent wave,punk,rock,skate punk",0.287,0.935,9,-1.844,1,0.135,0.00595,0,0.464,0.709,183.067,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6PQ85zj5vEg6sct710Bfcl,"0lV5SifsuG8rFce8m8Dflq,4V8LLVI7PbaPR0K2TGSxFF,0uFc6StTmJBvdHPZFDkdJy",Odd Octubree,Volume: One! For The Money,"brandUn DeShay,Tyler, The Creator,Casey Veggies",2008-10-14,534413,50,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:27Z,"chicago rap,soul flow,hip hop,rap,underground hip hop,west coast trap",0.403,0.739,4,-6.717,0,0.293,0.266,4e-4,0.508,0.575,86.16,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,4NQU8K7P0CTLHTmsUprkbV,61boQYG7JKM1E48RWon8Lc,Say You'll Say So,1 By 1,Geoffrey Landers,2017-11-10,309056,38,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:34Z,synth funk,0.706,0.637,2,-10.568,1,0.141,0.634,0.0332,0.159,0.321,108.269,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,6QPhpvO1pWDS91EsEmzsbc,51Blml2LZPmy7TTiAg47vQ,With Or Without You,U218 Singles,U2,2006-01-01,296226,51,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:42Z,"irish rock,permanent wave,rock",0.546,0.539,2,-7.342,1,0.0267,1.35e-4,0.235,0.119,0.122,109.92,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,0QsflwbClPPXicGQRpfY2E,0cmWgDlu9CwTgxPhf403hb,Silver,Animal Magic,Bonobo,2000-07-25,395146,34,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:48Z,"downtempo,electronica,jazztronica,ninja,nu jazz,trip hop",0.426,0.572,6,-12.423,0,0.0443,0.251,0.883,0.105,0.279,111.034,4,june,2020,2020-06-01
Months/june_2020_coronavirus_extended_edition.csv,3Vn9oCZbdI1EMO7jxdz2Rc,0oSGxfWSnnOXhD2fKuz2Gy,Lazarus,Blackstar,David Bowie,2016-01-08,382386,58,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2020-06-30T23:34:55Z,"art rock,classic rock,glam rock,permanent wave,rock",0.66,0.695,9,-6.896,0,0.029,0.0466,0.145,0.0854,0.506,129.972,4,june,2020,2020-06-01
Months/june_2021.csv,4Hta7Oy5W9HD0UgT1P8PPV,"4V8LLVI7PbaPR0K2TGSxFF,53rBi3LpNcMJUTSANS6uYT",RISE! (feat. DAISY WORLD),CALL ME IF YOU GET LOST,"Tyler, The Creator,DAISY WORLD",2021-06-25,203588,68,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:32:09Z,"hip hop,rap",0.766,0.814,2,-3.367,1,0.0733,0.044,1.08e-5,0.195,0.481,108.07,4,june,2021,2021-06-01
Months/june_2021.csv,2ey8VvW7LS4G0q9xtgEtBA,"3nFkdlSjzX9mRTtwJOzDYB,0pyg1YBjgjFgzndWKZotaJ",Feelin' It,Reasonable Doubt,"JAY-Z,Mecca",1996-06-25,227360,51,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:32:17Z,"east coast hip hop,hip hop,rap",0.558,0.703,10,-7.851,1,0.304,0.322,0,0.376,0.709,81.849,4,june,2021,2021-06-01
Months/june_2021.csv,2BITQ360Knh6qNAOqR7Dyq,"6Xgp2XMz1fhVYe7i6yNAax,699OTQXzgjhIYAHMy9RyPD",Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),"Trippie Redd,Playboi Carti",2021-05-07,236883,82,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:32:23Z,"melodic rap,rap,trap,atl hip hop,plugg",0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005,4,june,2021,2021-06-01
Months/june_2021.csv,1z4xjDLLWJgG48Bn8OCxZv,1rCIEwPp5OnXW0ornlSsRl,Help I'm Alive,Fantasies,Metric,2009-04-14,285920,58,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:32:44Z,"alternative dance,canadian indie,canadian rock,electropop,indie pop,indie rock,indietronica,metropopolis,modern rock,neo-synthpop,new rave",0.565,0.877,5,-4.561,0,0.0614,0.00813,0.00251,0.26,0.389,118.484,4,june,2021,2021-06-01
Months/june_2021.csv,5fbHRCsGpFIOLRtlhCRFDR,"4V8LLVI7PbaPR0K2TGSxFF,45gHcnDnMC15sgx3VL7ROG",LEMONHEAD (feat. 42 Dugg),CALL ME IF YOU GET LOST,"Tyler, The Creator,42 Dugg",2021-06-25,130979,73,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:32:50Z,"hip hop,rap,detroit trap,southern hip hop,trap",0.62,0.586,1,-6.612,1,0.212,0.155,0,0.535,0.487,137.131,4,june,2021,2021-06-01
Months/june_2021.csv,3Q8RBppQeYLLHafNb2cJTz,"6TrQLQR8tUluPbmdPy6jqY,3ycxRkcZ67ALN3GQJ57Vig",My City ft. Masego,My City ft. Masego,"ELHAE,Masego",2021-03-26,190375,59,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:32:56Z,"alternative r&b,chill r&b,indie r&b,pop r&b,r&b,trap soul",0.761,0.536,11,-7.487,0,0.119,0.0754,0,0.154,0.525,133.04,4,june,2021,2021-06-01
Months/june_2021.csv,24nL5EXPrdodyCdxXoRRBZ,587PA35pRGL1JwQr6idJbb,Music Sounds Better with You,Music Sounds Better with You,NEIL FRANCES,2017-07-21,198305,70,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:03Z,indie soul,0.935,0.526,8,-8.256,0,0.0645,0.275,0.238,0.0673,0.778,118.009,4,june,2021,2021-06-01
Months/june_2021.csv,2rFTRICumonxxZKxxfEu8R,6aaMZ3fcfLv4tEbmY7bjRM,Headshots (4r Da Locals),Headshots (4r Da Locals),Isaiah Rashad,2021-06-18,193208,64,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:08Z,"hip hop,rap,tennessee hip hop,underground hip hop",0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120,4,june,2021,2021-06-01
Months/june_2021.csv,0dgehlr08kKoyl2nG7Dhv4,"6iWuBN32BqCJAeXW6o3nil,7Hjbimq43OgxaBRpFXic4x",Strange Love - Single Edit,Strange Love - Single Edit,"Cautious Clay,Saba",2021-06-01,181483,53,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:16Z,"alternative r&b,indie r&b,nyc pop,chicago rap,hip hop,rap,underground hip hop",0.656,0.701,1,-7.056,0,0.0937,0.419,1.2e-5,0.102,0.826,90.024,4,june,2021,2021-06-01
Months/june_2021.csv,1JqcZQCnxjDOfZZwQidb1H,1Q2mS59tFYLm2KGFoCgWN4,Broke,Broke,Samm Henshaw,2018-08-08,207722,61,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:23Z,"alternative r&b,british soul,indie soul,uk contemporary r&b",0.751,0.684,1,-4.325,1,0.303,0.433,5.92e-6,0.18,0.864,89.984,4,june,2021,2021-06-01
Months/june_2021.csv,2X3J1zgsKEkTSYnjsUQlUZ,7MoIc5s9KXolCBH1fy9kkw,Be Sweet,Be Sweet,Japanese Breakfast,2021-03-02,195370,41,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:28Z,"art pop,eugene indie,indie pop,philly indie",0.653,0.875,2,-5.815,0,0.0274,0.00976,1.03e-5,0.329,0.61,109.988,4,june,2021,2021-06-01
Months/june_2021.csv,0p09A7riA4lqgYHWqMEKIi,"2JYd5d59u0mSAXxi6UyBoe,1Bfk5r6g6fXLaMoESYbePK",Fall Apart,Fall Apart,"Fiveboi,Sola",2021-06-03,231428,4,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:38Z,NA,0.726,0.742,11,-11.317,0,0.406,0.491,0.00173,0.105,0.452,112.015,4,june,2021,2021-06-01
Months/june_2021.csv,6fdzX7Qy7LN5uaJ0ukH6p5,1uf6plWcu7QbKiASVlTUPa,The Bloom,ULTRAMARINE,Wesley Joseph,2021-06-18,114001,34,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:33:44Z,uk alternative hip hop,0.377,0.396,9,-10.194,0,0.0728,0.624,0.0415,0.071,0.144,92.001,3,june,2021,2021-06-01
Months/june_2021.csv,31FUO6PYWcal7MF4EqSdLs,2RqrWplViWHSGLzlhmDcbt,One More,One More,Yaeji,2018-09-25,202537,38,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:00Z,"art pop,escape room,experimental house",0.83,0.387,11,-12.418,0,0.139,0.539,0,0.075,0.497,117.993,4,june,2021,2021-06-01
Months/june_2021.csv,4Z5Bwienk09FUgwsMlsPwJ,0fTav4sBLmYOAzKuJw0grL,Where U Goin' Tonight?,Magic 8ball,Mac Ayres,2021-01-08,263554,56,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:06Z,"alternative r&b,chill r&b,indie r&b,indie soul,pop,r&b",0.67,0.721,10,-4.039,0,0.307,0.041,0,0.066,0.787,102.17,4,june,2021,2021-06-01
Months/june_2021.csv,6mH7lvaAr2Q87Yz6JIeejx,7MoIc5s9KXolCBH1fy9kkw,Savage Good Boy,Savage Good Boy,Japanese Breakfast,2021-05-19,146184,32,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:14Z,"art pop,eugene indie,indie pop,philly indie",0.706,0.744,2,-6.308,1,0.0402,0.0491,9.83e-4,0.181,0.327,129.105,4,june,2021,2021-06-01
Months/june_2021.csv,3b0tvkTkszyK6JrJj9HuwF,"567CChDKZrtF4rnk2r5JeP,1KeJhR0ENFviw187pD4LPT,4r4XYZJUeeKCcrkvi7voDP",A Letter,Give Me My Flowers While I Can Still Smell Them,"Blu & Exile,Blu,Exile",2012-09-04,95972,32,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:26Z,"alternative hip hop,hip hop,jazz rap,boom bap,southern hip hop,underground hip hop",0.588,0.717,10,-4.568,0,0.175,0.181,3.9e-6,0.151,0.587,94.29,4,june,2021,2021-06-01
Months/june_2021.csv,4vYwwX7cKQVpO2nKhO5wFb,4BIt12Sb6cfNxalNdEtbR5,My Lady,Forever Thankful,SLik d,2014-08-15,230355,41,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:34Z,NA,0.744,0.676,6,-6.962,1,0.0775,0.583,4.51e-5,0.339,0.598,95.288,3,june,2021,2021-06-01
Months/june_2021.csv,13z7RLPmgupzRwQY9NiTZU,"74CcYmmNeHKe5PrZaISk8e,3Gm5F95VdRxW3mqCn8RPBJ",Cherries,Girl Eats Sun,"Hope Tala,Aminé",2020-11-13,183769,55,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:38Z,"alternative r&b,chill r&b,indie r&b,indie soul,hip hop,pop,pop rap,portland hip hop,rap,underground hip hop",0.795,0.693,10,-6.737,0,0.0982,0.0192,0.00125,0.0719,0.772,89.951,4,june,2021,2021-06-01
Months/june_2021.csv,1VAKnb1btGrQXcVZVSRkPe,"7E2ioKxoxI2J94tUkIx6As,3ycxRkcZ67ALN3GQJ57Vig,2NWuUOptHRTogSZghYspAE",Good & Plenty,Good & Plenty,"Alex Isley,Masego,Jack Dine",2020-07-17,204705,61,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:45Z,"alternative r&b,chill r&b,indie r&b,indie soul,neo soul,pop r&b,r&b",0.658,0.619,9,-7.316,0,0.0772,0.788,0.0667,0.0951,0.354,136.077,4,june,2021,2021-06-01
Months/june_2021.csv,4y4gIF4tD785sjnCFAtqRu,3s8alQfNnY0roAHaJh7Xxt,When I Come Around,"Il: From the Westside, With Love",Dom Kennedy,2011-06-28,223338,54,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:52Z,"cali rap,hip hop,rap,southern hip hop,trap,underground hip hop,west coast trap",0.814,0.568,1,-7.482,1,0.308,0.0256,0,0.575,0.56,97.977,4,june,2021,2021-06-01
Months/june_2021.csv,0du80hkIk5zQfc4oLNUfKx,68kEuyFKyqrdQQLLsmiatm,ARE YOU WITH THAT?,ARE YOU WITH THAT?,Vince Staples,2021-07-06,138410,58,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:34:57Z,"conscious hip hop,escape room,hip hop,rap,underground hip hop",0.859,0.423,1,-10.698,0,0.283,0.543,0,0.104,0.563,125.89,4,june,2021,2021-06-01
Months/june_2021.csv,64v1g2HcPumBz2Wd1rT56b,4V8LLVI7PbaPR0K2TGSxFF,LUMBERJACK,LUMBERJACK,"Tyler, The Creator",2021-06-16,138312,66,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:35:06Z,"hip hop,rap",0.386,0.762,9,-6.341,1,0.564,0.122,0,0.527,0.433,170.691,4,june,2021,2021-06-01
Months/june_2021.csv,0AHJWgA2mLYz2iFVwbCeod,6LEeAFiJF8OuPx747e1wxR,Chosen,Cupid Deluxe,Blood Orange,2013-11-18,404480,43,spotify:user:o9iu48e7ws8kgfo3vhka0wi39,2021-07-07T16:35:17Z,"alternative r&b,art pop,chillwave,electropop,escape room,indie soul,metropopolis",0.57,0.845,0,-6.234,1,0.0766,0.023,0.0845,0.113,0.19,172.041,4,june,2021,2021-06-01
